,country,year,GovExpend,Consumption,Exports,Imports,GDP
53,United Kingdom,2000,0.40127376820905897,1.3320931553429098,0.523796685301487,0.5480443440187429,2.0898773512762903
54,United States,2017,2.4057425322,12.0192659992,2.2870705718,3.0699538319,17.3486265995
55,United States,2016,2.4079812446,11.7221334168,2.2199367833,2.9360036983999995,16.9723478934
56,United States,2015,2.3731296021,11.4098000511,2.222228469,2.881336783,16.710459044300002
57,United States,2014,2.3340713159,11.0006192341,2.2095546537,2.7322277352999995,16.2425264013
58,United States,2013,2.3533806876,10.687213975299999,2.1186386753,2.6001982134,15.8537956078
59,United States,2012,2.3988728885,10.5340423722,2.0455091649,2.5606772224000003,15.5670381449
60,United States,2011,2.4343776477000003,10.378059921,1.9780831982,2.4931941678,15.2245548038
61,United States,2010,2.5101430000000002,10.185836,1.84628,2.360183,14.992052727
62,United States,2009,2.5073903753,10.0106867611,1.6464319399,2.0862991464,14.617299295899999
63,United States,2008,2.4077714845,10.1378467738,1.7973471431999999,2.4003488339,14.9977559291
64,United States,2007,2.3519867362999998,10.1593870389,1.7010963446,2.4550157494,15.018267850099999
65,United States,2006,2.3149574025,9.9385033775,1.5649198074000001,2.3951891619,14.7416884981
66,United States,2005,2.2870221229,9.643098265599999,1.4312048486000002,2.2462461961,14.332499605599999
67,United States,2004,2.2679987877000003,9.311430629,1.3359780741,2.1085847358,13.846057986099998
68,United States,2003,2.2335189926,8.974707868200001,1.2181994322,1.8928248985,13.3393120445
69,United States,2002,2.1931878438999997,8.6983058889,1.1921796983,1.8041047043,12.9682627154
70,United States,2001,2.112038331,8.4804608528,1.2132529384,1.7407968923,12.746261681199998
71,United States,2000,2.040499645,8.272097285,1.2877387906,1.7909953703000001,12.6202683933
